Id,bldg_sf,total_baths,good_ament_ct,btm_5_nbrhd,newHome,neg_ovrll_cond,adj_ovr_qual,adj_lot_area,bad_ament_ct,abnormal_sale,outside_sf,two_plus_cr_garg,sgl_famly_hm,top_3_nbrhd,homeage,remodelage,lotfrontage,garagecars,bedroomsabvgr,saleprice,log_saleprice
725,3396,3.0,5,1,1,0,6,11197,0,0,391,1,0,0,2,1,86.0,3,3,320000,12.676076274775909
726,1728,1.0,1,0,0,0,1,6000,1,0,96,1,0,0,39,39,60.0,2,3,120500,11.699405031912846
727,2560,3.0,4,0,0,0,3,19497,0,0,518,1,0,0,21,2,0.0,2,3,222000,12.310432660854417
728,2464,3.0,3,0,1,0,4,5950,1,0,132,1,0,0,2,2,64.0,2,2,194500,12.178187442040638
729,3360,3.0,0,0,0,0,2,9674,1,1,25,1,1,0,51,51,85.0,3,4,110000,11.608235644774552
730,1628,1.0,0,1,0,0,1,5257,2,0,135,1,0,0,84,59,52.0,2,2,103000,11.542484267211773
731,3211,3.0,4,0,0,0,5,3384,0,0,389,1,1,1,15,14,39.0,2,2,236500,12.373703486914124
732,2014,3.0,5,0,1,0,4,8262,0,0,182,1,0,0,4,4,73.0,2,3,187500,12.141534124392603
733,3184,2.5,3,0,0,0,4,9975,0,0,276,1,0,0,10,9,75.0,2,3,222500,12.312682380588432
734,2008,2.0,2,0,0,0,2,8691,0,0,165,0,0,0,48,26,80.0,1,3,131400,11.786001385032646
735,1896,1.0,0,0,0,0,2,7883,1,0,147,0,0,0,39,39,0.0,1,3,108000,11.589886506106357
736,2648,1.5,1,1,0,0,4,9579,1,0,341,1,0,0,92,36,60.0,2,2,163000,12.0015054797889
737,1040,2.0,0,0,0,1,0,7504,3,0,0,1,1,0,56,56,60.0,2,2,93500,11.44571671527678
738,2694,2.5,3,0,1,0,5,9446,0,0,116,1,0,0,1,1,72.0,3,3,239900,12.387977448827787
739,2400,6.0,1,1,0,0,2,9480,1,0,120,0,1,0,22,21,60.0,0,3,179000,12.095141084822892
740,2592,2.5,2,0,0,0,4,8206,1,0,243,1,0,0,5,5,65.0,2,3,190000,12.154779351142624
741,1696,2.0,1,1,0,0,2,8450,1,1,382,1,0,0,97,5,60.0,2,2,132000,11.790557201568507
742,1824,2.5,2,0,0,0,3,5688,1,0,168,0,0,0,47,12,65.0,1,3,142000,11.863582336583399
743,2698,2.0,1,0,0,0,4,6926,1,0,175,1,0,0,7,6,65.0,2,3,179000,12.095141084822892
744,1984,2.5,2,0,0,0,2,11020,0,0,402,1,0,0,46,10,70.0,2,3,175000,12.072541252905651
745,2674,3.0,3,0,0,0,5,3724,0,0,334,1,1,1,15,15,41.0,2,2,180000,12.100712129872347
746,3857,4.0,4,0,0,0,5,7584,0,0,204,1,0,0,32,12,0.0,2,4,299800,12.610870864650634
747,3208,2.5,4,0,0,0,4,7537,0,0,278,1,0,0,9,9,0.0,2,4,236000,12.371587084007746
748,3880,1.5,2,1,0,0,4,9813,1,0,567,1,0,0,129,6,65.0,4,4,265979,12.491172637278908
749,3440,3.0,4,0,0,0,4,8423,0,0,450,1,0,1,14,14,59.0,2,3,260400,12.46997418931655
750,1529,2.0,0,1,0,1,1,7040,3,0,277,0,0,0,64,59,50.0,1,4,98000,11.49272275765271
751,1716,1.0,0,1,0,0,1,7848,1,0,160,0,0,0,100,6,55.0,0,3,96500,11.477298287327077
752,1980,2.5,2,0,1,0,4,7042,1,0,48,1,0,0,4,4,0.0,2,3,162000,11.99535161421452
753,2973,3.0,3,0,0,0,3,7547,1,0,195,1,0,0,9,9,79.0,2,3,217000,12.287652632522597
754,3128,2.5,2,0,1,0,5,8958,0,0,244,1,0,1,1,1,80.0,3,3,275500,12.526342907575106
755,2052,2.0,2,0,0,0,3,6685,1,0,219,1,0,0,40,4,61.0,2,3,156000,11.957611286231675
756,2200,2.5,1,0,0,0,3,2464,1,0,24,1,1,0,10,10,34.0,2,3,172500,12.058152515453552
757,2634,2.5,3,0,1,0,5,9654,1,0,249,1,0,0,2,2,68.0,2,3,212000,12.26434155365415
758,2058,2.5,1,0,0,0,3,10609,0,1,335,1,0,0,32,32,0.0,2,3,158900,11.976030352524807
759,2245,2.5,0,0,0,0,4,1523,1,0,0,1,1,0,9,9,24.0,2,3,179400,12.097373228606832
760,3849,2.5,3,0,0,0,5,10609,0,0,320,1,0,1,12,12,65.0,3,4,290000,12.577636201962656
761,1728,1.0,1,0,0,0,3,8236,1,0,0,0,0,0,50,50,70.0,1,2,127500,11.755871643580617
762,2446,1.0,0,0,0,0,2,5610,1,0,0,1,0,0,85,59,60.0,2,2,100000,11.512925464970229
763,2303,2.5,3,0,1,0,4,7662,1,0,214,1,0,0,1,1,72.0,2,3,215200,12.279323107269766
764,3617,3.5,4,0,0,0,5,7854,0,0,308,1,0,1,10,10,82.0,3,3,337000,12.727838209334498
765,2988,2.5,4,0,0,0,5,7809,0,0,246,1,1,0,11,10,30.0,2,2,270000,12.506177237980511
766,3004,2.0,3,0,1,0,6,12907,0,0,174,1,0,0,0,0,75.0,2,2,264132,12.484204257170104
767,2694,2.5,2,0,0,0,4,8991,0,0,450,1,0,0,22,22,80.0,2,3,196500,12.188417710291453
768,2733,3.0,1,0,0,0,3,11124,1,0,401,0,0,0,68,23,75.0,1,4,160000,11.982929094215963
769,3696,2.0,4,0,1,0,4,7111,0,0,153,1,0,0,2,1,70.0,2,3,216837,12.28690119819279
770,4929,4.5,3,0,0,0,5,51065,0,0,749,1,0,1,7,7,47.0,3,4,538000,13.195613839143922
771,1716,2.0,1,0,0,0,2,6274,1,0,120,1,0,0,27,27,0.0,2,2,134900,11.812289042195847
772,2056,1.0,0,1,0,0,1,7657,2,0,0,1,0,0,55,55,67.0,2,2,102000,11.532728092266408
773,2146,2.0,1,1,0,0,3,6558,0,1,144,1,0,0,34,34,94.0,2,3,107000,11.580584113444043
774,1824,1.0,1,0,0,0,2,9238,2,0,0,0,0,0,49,49,70.0,1,2,114500,11.648330101976432
775,3908,2.0,2,0,1,0,5,11893,0,0,360,1,0,1,1,1,110.0,3,3,395000,12.886641043883259
776,2408,3.0,3,0,0,0,3,3049,1,0,247,1,1,0,11,11,32.0,2,2,162000,11.99535161421452
777,3228,2.0,3,0,1,0,4,9393,1,0,203,1,0,0,1,0,86.0,3,3,221500,12.308177868467327
778,1758,2.0,0,0,0,0,2,12215,0,0,241,1,0,0,32,32,100.0,2,3,142500,11.867097278690842
779,2020,2.0,1,0,0,0,2,6380,0,0,0,1,1,0,30,30,60.0,2,4,144000,11.877568578558138
780,1979,2.0,1,0,0,0,3,9526,1,0,0,1,1,0,29,29,78.0,2,2,135000,11.813030057420567
781,2490,2.0,1,0,0,0,4,6381,0,0,241,1,0,0,12,11,63.0,2,3,176000,12.078239274020289
782,2364,2.5,2,0,0,0,3,6219,1,0,124,1,0,0,14,14,65.0,2,3,175900,12.077670930725649
783,2843,2.0,2,0,0,0,4,14822,1,0,33,1,0,0,8,7,67.0,2,3,187100,12.139398512262181
784,2207,2.0,4,0,0,0,2,7658,0,0,333,1,0,0,31,31,0.0,2,1,165500,12.016726473799254
785,2226,2.0,2,1,0,0,3,5133,0,0,425,0,0,0,94,7,35.0,0,3,128000,11.759785542901755
786,2714,2.0,1,0,0,0,3,8251,0,0,197,1,0,0,42,42,0.0,2,3,161500,11.992260421644849
787,2338,3.0,0,1,0,0,2,9638,1,0,196,0,0,0,95,60,60.0,1,4,139000,11.842229212112828
788,3040,3.5,3,0,0,0,4,9141,1,0,45,1,0,0,6,6,76.0,2,4,233000,12.358793732547838
789,1802,1.0,1,1,0,0,1,5099,1,0,0,0,0,0,54,8,50.0,1,2,107900,11.588960151246226
790,2919,2.5,1,0,0,0,3,10928,1,0,301,1,0,0,41,0,0.0,2,5,187500,12.141534124392603
791,2290,2.0,4,0,1,0,4,1921,0,0,116,1,1,0,4,3,43.0,2,2,160200,11.984178313616395
792,2091,2.0,1,0,0,0,3,10151,0,0,120,1,0,0,31,31,0.0,2,3,146800,11.896826395162552
793,3130,3.5,3,0,0,0,4,8483,0,0,310,1,0,1,11,10,92.0,2,3,269790,12.50539915757667
794,2992,2.0,2,0,1,0,5,7364,1,0,298,1,0,0,0,0,76.0,2,3,225000,12.323855681186558
795,2607,2.5,3,0,0,0,4,9557,0,0,189,1,0,0,14,12,0.0,2,3,194500,12.178187442040638
796,2214,2.5,1,0,0,0,3,7258,0,0,254,1,0,0,30,29,70.0,2,3,171000,12.049418835484797
797,1945,1.5,2,0,0,0,3,6774,0,0,138,1,0,0,30,30,71.0,2,3,143500,11.874090314181814
798,1546,1.0,0,0,0,0,2,6904,1,1,0,0,0,0,55,55,57.0,1,2,110000,11.608235644774552
799,5066,3.5,4,0,1,0,6,11330,0,0,222,1,0,1,1,0,104.0,3,4,485000,13.091904169919621
800,2499,2.5,3,0,0,0,2,5955,0,0,264,0,0,0,70,57,60.0,1,3,175000,12.072541252905651
801,2304,3.5,2,0,0,0,3,11480,1,0,702,1,0,0,11,11,79.0,2,4,200000,12.206072645530174
802,2392,2.0,1,1,0,0,1,3604,2,0,0,1,0,0,91,17,40.0,2,2,109900,11.607326140391713
803,2184,3.5,4,0,1,0,4,7417,0,0,54,1,0,0,3,3,63.0,2,3,189000,12.14950229404178
804,4556,3.5,4,0,1,0,6,11743,0,0,414,1,0,1,1,0,107.0,3,4,582933,13.275827535915461
805,2064,1.0,0,0,0,0,2,7872,1,0,0,0,0,0,52,52,75.0,1,2,118000,11.678439903447801
806,2845,2.0,2,0,1,0,4,10786,1,0,60,1,0,0,0,0,91.0,2,3,227680,12.33569641332368
807,1960,2.0,0,0,0,0,2,8702,1,0,68,0,0,0,39,39,75.0,1,3,135500,11.816726919301892
808,2900,3.5,4,0,0,0,2,20000,0,0,312,1,0,0,86,5,144.0,2,3,223500,12.31716669303576
809,2110,2.0,1,0,0,0,2,12314,0,0,0,1,0,0,40,40,85.0,2,3,159950,11.982616545377663
810,2987,2.0,0,1,0,0,2,6829,3,0,196,1,0,0,111,44,90.0,2,2,106000,11.571194373094205
811,2349,2.5,1,0,0,0,3,8566,0,0,265,1,0,0,32,7,78.0,2,3,181000,12.106252310247962
812,1696,2.0,4,0,1,0,3,3450,0,0,140,1,1,0,4,4,0.0,2,1,144500,11.881034786534624
813,1584,1.0,0,1,0,0,2,7668,3,0,0,1,0,0,58,58,66.0,2,2,55993,10.932981961904135
814,2884,1.5,0,0,0,0,3,8033,1,0,275,0,0,0,49,49,75.0,1,4,157900,11.969717200243734
815,1936,2.0,0,1,0,0,2,7259,1,0,303,0,0,0,88,56,45.0,1,3,116000,11.661345470088502
816,3310,2.0,2,0,0,0,4,10442,1,0,34,1,0,0,12,12,48.0,2,3,224900,12.323411137947407
817,2016,1.0,1,0,0,0,2,10297,0,0,120,0,0,0,52,52,0.0,1,2,137000,11.827736204810263
818,3257,3.0,4,0,0,0,5,11367,0,0,209,1,0,0,6,6,0.0,3,3,271000,12.509874099861838
819,2062,2.0,1,0,0,0,3,7764,1,0,0,1,0,0,39,39,80.0,2,3,155000,11.951180395901384
820,2716,3.0,4,0,1,0,4,4786,0,0,227,1,1,1,1,0,44.0,2,2,224000,12.319401330837177
821,2438,2.5,2,0,0,0,4,6383,1,0,45,1,0,0,5,5,72.0,2,3,183000,12.117241431823558
822,1872,1.0,0,1,0,1,1,4920,2,0,144,1,1,0,56,56,60.0,2,2,93000,11.440354772135393
823,2580,2.5,3,0,1,0,4,11399,0,0,148,1,0,0,4,4,0.0,2,3,225000,12.323855681186558
824,2267,2.0,1,0,0,0,3,8621,0,0,335,0,0,0,69,59,60.0,1,3,139500,11.845819880243557
825,2978,2.0,3,0,1,0,5,9587,0,0,140,1,0,0,0,0,81.0,2,3,232600,12.3570755190667
826,4162,3.0,5,0,1,0,7,12486,0,0,233,1,0,1,1,0,114.0,3,2,385000,12.86099861326992
827,1568,2.0,1,0,0,0,2,5230,1,0,116,0,0,0,84,58,50.0,0,2,109500,11.603679828238693
828,2888,2.0,4,0,0,0,4,6766,0,0,329,1,0,0,8,8,65.0,2,3,189000,12.14950229404178
829,3139,3.0,0,0,0,0,2,26827,1,1,711,1,0,0,42,42,0.0,2,3,185000,12.128111104060462
830,1743,2.5,2,0,1,0,4,1858,1,0,166,1,1,0,1,1,24.0,2,2,147400,11.900905258737373
831,2784,2.5,1,0,0,0,3,10316,1,0,192,1,0,0,51,51,80.0,2,3,166000,12.01974306733868
832,1720,2.5,2,0,1,0,4,2494,1,0,166,1,1,0,1,1,30.0,2,2,151000,11.925035115797062
833,2770,3.5,4,0,0,0,4,8376,0,0,231,1,0,0,7,7,44.0,2,3,237000,12.375815420117268
834,3032,1.5,0,0,0,0,3,8336,1,0,152,1,0,0,45,45,100.0,2,3,167000,12.025749091398891
835,2288,2.0,0,0,0,0,2,6731,1,0,0,1,0,0,47,47,75.0,2,3,139950,11.8490404949436
836,2134,2.0,1,0,0,0,1,8243,1,0,290,1,0,0,60,15,60.0,2,2,128000,11.759785542901755
837,3118,2.0,0,1,0,0,2,6195,1,0,346,1,0,0,59,34,90.0,2,2,153500,11.941455846009388
838,1470,2.5,0,1,0,0,3,1197,1,0,0,0,1,0,35,35,21.0,1,2,100000,11.512925464970229
839,2198,1.5,2,0,0,0,2,8148,1,0,278,0,0,0,13,2,75.0,1,3,144000,11.877568578558138
840,1968,1.0,1,1,0,0,2,10999,1,0,0,0,0,0,62,13,70.0,1,3,130500,11.779128505744886
841,2154,2.0,0,0,0,0,3,11091,2,0,254,0,0,0,83,58,0.0,1,4,140000,11.84939770159144
842,2189,2.0,1,1,0,0,2,9266,0,0,216,1,0,0,104,6,60.0,2,3,157500,11.967180737247824
843,2292,2.5,0,0,0,0,3,7726,1,0,129,1,0,0,42,42,82.0,2,3,174900,12.071969661006694
844,3600,2.0,1,0,0,1,2,6200,2,0,0,0,1,0,46,46,80.0,0,6,141000,11.856515169360305
845,2292,1.5,1,1,0,0,2,11177,0,0,612,1,0,0,93,58,100.0,3,4,153900,11.94405831982697
846,3091,3.0,1,0,0,0,2,14946,0,0,0,1,0,0,32,26,0.0,2,3,171000,12.049418835484797
847,2515,3.5,3,0,0,0,4,7813,0,0,498,1,0,0,16,16,75.0,2,3,213000,12.269047444691562
848,1728,2.0,1,0,0,0,2,14659,0,0,0,0,0,0,37,37,36.0,1,3,133500,11.801856756822442
849,3265,3.0,1,0,0,0,3,43592,0,0,701,1,0,0,100,11,75.0,2,5,240000,12.388394202324129
850,2383,2.5,2,0,0,0,3,8293,0,0,213,1,0,0,31,13,80.0,2,3,187000,12.138863895836725
851,1696,2.0,3,0,1,0,3,3447,1,0,140,1,1,0,4,4,36.0,2,1,131500,11.786762130599957
852,2729,2.0,3,0,1,0,5,1577,0,0,163,1,1,0,3,3,0.0,2,2,215000,12.2783933071098
853,2564,2.0,1,0,0,0,4,6084,0,0,126,0,0,0,66,57,53.0,1,4,164000,12.007621706806335
854,2572,1.5,0,0,0,0,3,10470,0,0,180,1,0,0,45,45,0.0,2,3,158000,11.970350312009105
855,3542,2.5,1,0,0,1,2,15411,0,1,730,1,0,0,51,32,102.0,2,3,170000,12.043553716032399
856,2080,2.5,1,0,0,0,2,5753,1,0,104,0,0,0,48,0,0.0,1,3,127000,11.751942365440728
857,1966,2.0,1,0,0,0,3,9910,1,0,34,1,0,0,30,30,0.0,2,3,147000,11.898187865760873
858,2183,2.5,1,0,0,0,3,7387,0,0,36,1,0,0,15,14,65.0,2,3,174000,12.066810578196666
859,2460,2.0,1,0,0,0,4,9030,0,0,0,1,0,0,33,33,80.0,2,3,152000,11.931635799828413
860,3708,3.5,2,0,0,0,3,9230,0,0,287,1,0,0,38,22,0.0,2,4,250000,12.429216196844383
861,2338,1.5,2,0,0,0,4,6490,0,0,240,0,0,0,89,9,55.0,1,3,189950,12.154516158615772
862,2078,2.5,1,0,0,1,2,10586,1,0,0,1,1,0,45,45,75.0,2,3,131500,11.786762130599957
863,2137,2.0,1,0,0,0,3,8575,1,0,0,1,0,0,26,25,81.0,2,3,152000,11.931635799828413
864,2296,2.0,0,0,0,0,2,6783,1,0,0,0,0,0,50,50,70.0,1,3,132500,11.794337924408413
865,2744,2.0,3,0,1,0,4,7128,1,0,140,1,0,0,1,0,72.0,2,3,250580,12.431533509799543
866,2004,2.0,0,0,0,0,2,7748,1,0,0,1,0,0,39,39,0.0,2,3,148500,11.908340237224891
867,3284,2.0,3,0,1,0,5,8738,0,0,272,1,0,0,1,0,67.0,3,3,248900,12.424806488355683
868,2160,2.5,0,0,0,0,1,5682,1,0,168,1,0,0,46,46,85.0,2,3,129000,11.76756768334381
869,2267,2.0,1,0,0,0,2,12951,0,0,264,1,0,0,58,56,0.0,2,2,169000,12.037653993905211
870,2999,3.5,4,0,0,0,4,8630,0,0,246,1,0,0,17,16,80.0,2,3,236000,12.371587084007746
871,1788,1.0,0,0,0,0,2,5706,2,0,0,0,0,0,47,47,60.0,1,2,109500,11.603679828238693
872,2486,2.5,3,0,0,0,3,7869,1,0,77,1,0,0,12,12,70.0,2,3,200500,12.20856952572876
873,1015,1.0,1,0,0,0,2,7636,1,0,346,1,0,0,55,12,74.0,2,3,116000,11.661345470088502
874,1868,1.0,1,0,0,0,2,11080,0,0,28,0,0,0,60,59,60.0,1,3,133000,11.79810440720389
875,1807,1.5,1,1,0,0,2,5018,1,1,26,0,0,0,68,59,52.0,1,3,66500,11.104957226643945
876,3794,2.5,4,0,1,0,5,7244,0,0,572,1,0,0,0,0,75.0,2,4,303477,12.623061104072981
877,2104,2.0,0,0,0,0,1,24246,1,0,0,1,0,0,44,44,94.0,2,3,132250,11.792449349720545
878,3686,3.5,5,0,0,0,6,7188,0,0,184,1,0,1,5,4,74.0,3,4,350000,12.765688433465597
879,2264,2.0,1,0,0,0,2,10435,1,0,192,1,0,0,49,15,88.0,2,3,148000,11.904967552746252
880,1728,2.0,1,0,0,0,2,6136,1,0,0,0,0,0,31,4,0.0,1,3,136500,11.824079893607152
881,2180,2.5,1,1,1,0,2,5885,1,0,49,1,0,0,2,1,60.0,2,2,157000,11.964001084330445
882,2873,2.5,3,0,0,0,4,12367,0,0,204,1,0,0,17,16,44.0,2,3,187500,12.141534124392603
883,2401,2.5,1,0,0,0,3,8446,0,0,382,1,0,0,17,16,0.0,2,3,178000,12.089538829274222
884,2544,2.0,0,0,0,0,1,5062,2,0,188,0,0,0,94,56,60.0,1,5,118500,11.682668239557323
885,1784,1.0,0,0,0,0,2,6258,1,0,0,0,0,0,42,42,65.0,1,3,100000,11.512925464970229
886,3407,3.0,5,0,0,0,6,3248,0,1,162,1,1,0,9,8,50.0,2,2,328900,12.703509032177148
887,3338,2.0,1,0,0,0,2,6355,1,0,326,1,1,0,47,1,70.0,2,4,145000,11.884489021402711
888,2209,1.5,0,1,0,0,2,15208,1,0,386,0,0,0,53,53,59.0,1,3,135500,11.816726919301892
889,4434,3.0,3,0,0,0,5,13136,0,0,512,1,0,0,37,37,95.0,2,4,268000,12.498742259492994
890,3010,2.0,2,0,0,1,3,10493,0,0,162,1,0,0,56,56,128.0,2,2,149500,11.915051671812877
891,1596,1.0,1,0,0,0,2,7392,0,0,0,1,0,0,58,1,60.0,2,3,122900,11.719126295554126
892,2601,2.5,1,0,0,0,3,10023,0,0,243,1,0,0,31,31,70.0,2,3,172500,12.058152515453552
893,2127,1.5,1,0,0,0,3,7154,1,0,192,0,0,0,43,3,70.0,1,3,154500,11.947949375319936
894,2766,2.0,1,0,0,0,2,11274,0,0,627,0,0,0,54,54,0.0,1,3,165000,12.013700752882718
895,1535,2.0,0,0,0,0,2,5483,1,0,0,1,1,0,30,30,64.0,2,4,118858,11.685684782260491
896,2576,2.5,1,0,0,0,3,6023,0,0,50,1,0,0,45,45,71.0,2,4,140000,11.84939770159144
897,1902,1.0,1,1,0,0,1,7786,2,1,28,0,0,0,70,56,50.0,1,2,106500,11.575900264131617
898,2240,2.0,0,0,0,0,2,5744,1,0,154,1,1,0,30,30,64.0,2,6,142953,11.870271183889114
899,4694,3.5,5,0,1,0,6,10488,0,0,67,1,0,1,1,0,100.0,3,2,611657,13.323926946863102
900,2148,1.0,1,0,0,0,2,5757,0,0,0,0,0,0,45,12,65.0,1,3,135000,11.813030057420567
901,1716,1.0,0,0,0,0,1,6482,1,0,0,0,0,0,36,36,0.0,1,2,110000,11.608235644774552
902,2298,2.0,0,0,0,0,2,7406,1,0,0,0,0,0,52,9,64.0,1,2,153000,11.938193200374572
903,2292,2.5,3,0,1,0,4,6993,0,0,75,1,0,0,3,3,63.0,2,3,180000,12.100712129872347
904,3340,2.0,3,0,1,0,4,12985,0,0,204,1,0,0,0,0,50.0,3,3,240000,12.388394202324129
905,1778,1.0,1,0,0,0,2,5271,1,0,0,0,0,0,40,40,0.0,1,3,125500,11.740061037553975
906,2119,2.0,0,0,0,0,2,8693,1,0,164,0,0,0,56,56,80.0,1,3,128000,11.759785542901755
907,3259,3.0,4,0,1,0,5,11805,0,0,60,1,0,0,1,1,116.0,3,3,255000,12.449018824140563
908,3074,1.5,2,0,0,0,4,10158,0,0,322,0,0,0,70,19,86.0,1,3,250000,12.429216196844383
909,1766,2.0,0,0,0,0,2,7819,1,0,164,1,0,0,23,23,0.0,2,2,131000,11.782952602183288
910,2226,2.5,3,0,1,0,3,11787,0,0,60,1,0,0,4,4,149.0,2,3,174000,12.066810578196666
911,3379,2.0,0,0,0,0,2,10495,2,0,0,1,1,0,50,50,80.0,2,5,154300,11.946654038351252
912,2536,1.5,1,0,0,0,2,7845,1,0,173,0,0,0,32,20,0.0,1,3,143500,11.874090314181814
913,1783,1.0,0,0,0,0,2,4873,2,1,232,0,0,0,81,56,51.0,1,3,88000,11.385092093460344
914,3003,2.0,0,0,0,0,2,5269,3,0,0,1,1,0,58,57,82.0,3,4,145000,11.884489021402711
915,1836,2.5,3,0,1,0,3,2154,1,0,234,1,1,0,0,0,30.0,2,2,173733,12.065274916913605
916,1638,1.5,0,1,0,0,1,1455,1,0,0,0,1,0,37,37,21.0,1,3,75000,11.225243392518447
917,960,1.0,0,1,0,1,0,8520,3,1,0,0,0,0,57,56,50.0,1,1,35311,10.47194980911048
918,2363,1.0,1,1,0,0,1,15911,2,0,0,0,0,0,53,53,0.0,1,3,135000,11.813030057420567
919,3231,3.5,5,0,0,0,4,11725,0,0,488,1,0,0,16,16,103.0,3,4,238000,12.380025952653611
920,2598,2.0,2,0,0,0,3,9374,0,0,241,1,0,0,50,6,87.0,2,3,176500,12.081076155355488
921,2649,3.0,3,0,0,0,3,7139,1,0,387,1,0,0,13,13,70.0,2,3,201000,12.211060187041213
922,3472,5.0,0,1,0,0,2,7435,1,0,70,0,1,0,108,5,67.0,0,4,145900,11.890676734510876
923,2632,2.0,4,0,1,0,3,8798,0,0,123,1,0,0,1,0,65.0,2,3,169990,12.043494890772815
924,3221,3.0,3,0,0,0,3,6326,0,0,69,1,1,0,15,14,50.0,2,2,193000,12.170445467887022
925,3372,3.0,1,0,0,0,3,8039,0,0,515,1,0,0,26,26,79.0,2,3,207500,12.24288661865289
926,2252,2.5,1,0,0,0,2,14305,1,1,180,1,0,0,31,31,0.0,2,3,175000,12.072541252905651
927,3555,2.5,3,0,1,0,5,10561,0,0,204,1,0,1,4,3,93.0,3,4,285000,12.560244459250788
928,2810,2.5,1,0,0,0,4,8759,0,0,43,1,0,0,40,40,0.0,2,4,176000,12.078239274020289
929,3541,2.0,3,0,0,0,5,9697,0,0,353,1,0,0,8,8,0.0,2,3,236500,12.373703486914124
930,3200,2.5,2,0,0,0,4,12013,0,0,0,1,0,0,9,9,0.0,2,4,222000,12.310432660854417
931,2932,2.0,3,0,1,0,5,7341,1,0,118,1,0,0,2,2,73.0,3,3,201000,12.211060187041213
932,1850,1.5,1,0,0,0,2,8175,1,0,0,0,0,0,44,44,70.0,1,2,117500,11.67419361256635
933,3810,2.0,4,0,1,0,6,9574,0,0,191,1,0,0,1,1,84.0,3,3,320000,12.676076274775909
934,3000,2.0,3,0,0,0,4,6759,1,0,228,1,0,0,5,5,63.0,2,3,190000,12.154779351142624
935,2654,3.0,4,0,0,0,4,25581,0,0,0,1,0,0,48,1,313.0,2,4,242000,12.396693005138824
936,1347,1.0,0,0,0,0,1,5046,1,0,32,1,0,0,80,53,52.0,2,1,79900,11.288531131754366
937,2376,3.0,3,0,0,0,4,8842,1,0,41,1,0,0,6,6,67.0,2,2,184900,12.127570417375216
938,3084,2.5,4,0,1,0,4,8514,0,0,48,1,0,0,4,4,75.0,2,3,253000,12.441144767709657
939,3353,2.5,3,0,1,0,4,7279,1,0,90,1,0,0,0,0,73.0,3,3,239799,12.38755635142507
940,3435,2.0,2,0,0,0,4,22509,0,0,374,0,0,0,70,60,0.0,1,4,244400,12.406561506279576
941,3456,2.0,0,0,0,0,3,10872,1,0,40,1,1,0,30,30,55.0,2,4,150900,11.924372644755941
942,3052,3.5,3,0,0,0,4,7565,0,0,168,1,0,0,10,10,0.0,2,3,214000,12.273731294003989
943,2880,4.0,1,1,0,1,1,5950,1,1,321,0,1,0,30,30,42.0,0,4,150000,11.918390573078392
944,3264,2.0,0,0,0,1,2,23368,1,0,0,1,1,0,40,40,100.0,2,4,143000,11.870599909242044
945,2163,1.5,3,0,0,0,3,12680,1,1,351,1,0,0,51,51,0.0,2,3,137500,11.831379196088763
946,2837,1.0,0,1,0,0,2,7340,1,0,292,1,0,0,119,13,98.0,2,2,124900,11.73526869611367
947,2288,2.0,1,0,0,0,2,6933,0,0,86,0,0,0,47,47,70.0,1,3,143000,11.870599909242044
948,3245,3.0,4,0,0,0,5,12655,0,0,252,1,0,0,5,4,85.0,3,3,270000,12.506177237980511
949,2712,2.5,3,0,1,0,4,12830,0,0,240,1,0,0,4,4,65.0,2,3,192500,12.167851432709975
950,2542,2.5,2,0,0,0,3,7979,0,0,0,1,0,0,38,4,78.0,2,3,197500,12.193493863323313
951,1728,2.0,1,0,0,0,2,6142,1,0,194,1,0,0,57,5,60.0,2,3,129000,11.76756768334381
952,1793,2.0,0,0,0,0,2,6414,1,1,421,0,0,0,41,41,60.0,1,3,119900,11.694413341015606
953,1536,1.5,1,0,0,0,2,6240,1,0,192,0,0,0,37,6,60.0,1,2,133900,11.804848531679264
954,2752,3.0,1,0,0,1,2,9413,0,0,494,1,0,0,39,39,0.0,2,4,172000,12.05524975579559
955,1925,3.0,1,1,0,0,3,8420,1,0,0,0,1,0,31,31,35.0,0,4,127500,11.755871643580617
956,2937,2.0,0,0,0,0,3,6157,3,0,0,1,1,0,61,57,82.0,2,4,145000,11.884489021402711
957,1790,1.5,1,0,0,0,3,589,0,0,150,1,1,0,29,29,24.0,2,2,124000,11.728036844587175
958,2114,1.0,0,0,0,0,2,6363,1,0,0,1,0,0,45,45,70.0,2,3,132000,11.790557201568507
959,2674,3.0,3,0,1,0,4,7074,1,0,39,1,0,0,4,4,65.0,2,3,185000,12.128111104060462
960,2112,3.5,2,0,0,0,4,1832,1,0,44,1,1,0,11,11,24.0,2,3,155000,11.951180395901384
961,1716,2.0,0,0,0,0,2,6232,1,0,117,0,0,0,52,2,50.0,0,2,116500,11.665646551987892
962,4202,3.5,1,0,0,0,3,9853,0,0,832,1,0,0,31,13,0.0,2,4,272000,12.513557345278134
963,2352,3.5,2,0,0,0,3,1456,0,0,48,1,1,0,31,31,24.0,2,3,155000,11.951180395901384
964,3600,2.0,3,0,1,0,6,9699,1,0,424,1,0,0,2,2,122.0,2,2,239000,12.384218830913648
965,2711,3.5,4,0,0,0,4,10452,0,0,40,1,0,0,8,7,80.0,2,4,214900,12.277928082630602
966,2267,2.5,3,0,1,0,3,9382,0,0,72,1,0,0,2,0,65.0,2,3,178900,12.09458226949681
